Serial No. Of Polling Station,Naam Tamilar Katchi,Dravida Munnetra Kazhagam,Nam Naadu Nam Makkal Nam Ethirkaalam Katchi,Puthiya Tamilagam,Amma Makkal Munnettra Kazagam,Naam Indiar Party,Tamizhaga Vaazhvurimai Katchi,Tamilaga Vettri Kazhagam,Independent,Independent.1,Independent.2,Independent.3,Independent.4,Total of Valid Votes,Unnamed: 15,NOTA,Total,No. Of Tendered Votes,Locality,Building  in  Which  it  will  be  Located,Polling  Area,Whether  for  all Voters  or  men  olny or  women  only,Naam Tamilar Katchi_Share_%,Dravida Munnetra Kazhagam_Share_%,Nam Naadu Nam Makkal Nam Ethirkaalam Katchi_Share_%,Puthiya Tamilagam_Share_%,Amma Makkal Munnettra Kazagam_Share_%,Naam Indiar Party_Share_%,Tamizhaga Vaazhvurimai Katchi_Share_%,Tamilaga Vettri Kazhagam_Share_%,NOTA_Share_%,Total_Independent_Votes,Independent_Share_%,Winner_Party,Winner_Votes,Runner_Up_Votes,Margin_Of_Victory,Naam Tamilar Katchi_Rank,Dravida Munnetra Kazhagam_Rank,Nam Naadu Nam Makkal Nam Ethirkaalam Katchi_Rank,Puthiya Tamilagam_Rank,Amma Makkal Munnettra Kazagam_Rank,Naam Indiar Party_Rank,Tamizhaga Vaazhvurimai Katchi_Rank,Tamilaga Vettri Kazhagam_Rank,Independent_Rank,Independent.1_Rank,Independent.2_Rank,Independent.3_Rank,Independent.4_Rank,Margin_Percentage,Runner_Up_Party,Naam Tamilar Katchi_Rank.1,Dravida Munnetra Kazhagam_Rank.1,Nam Naadu Nam Makkal Nam Ethirkaalam Katchi_Rank.1,Puthiya Tamilagam_Rank.1,Amma Makkal Munnettra Kazagam_Rank.1,Naam Indiar Party_Rank.1,Tamizhaga Vaazhvurimai Katchi_Rank.1,Tamilaga Vettri Kazhagam_Rank.1,Independent_Rank.1,Independent.1_Rank.1,Independent.2_Rank.1,Independent.3_Rank.1,Independent.4_Rank.1
122,112,249,1,1,62,0,3,464,1,1,0,0,0,894,0,6,900,0,T.  Saveriyarpuram,"R.C.St.Xavier  High  School,  west  Building from  west  2nd  room  ,T.Saveriyarpuram","1.Mappillaiurani  (R.V)  And  (P)  Rajapalayam  Block  7, 2.Mappillaiurani  (R.V)  And  (P)  Arokiapuram  Block  8, 999.OVERSEAS  ELECTORS",All  Voters,12.52796420581656,27.85234899328859,0.1118568232662192,0.1118568232662192,6.935123042505594,0.0,0.3355704697986577,51.90156599552572,0.6711409395973155,2,0.2237136465324385,Tamilaga Vettri Kazhagam,464,249,215,3,2,6,6,4,10,5,1,6,6,10,10,10,24.04921700223714,Dravida Munnetra Kazhagam,3,2,6,6,4,10,5,1,6,6,10,10,10
123,51,207,1,7,50,0,1,358,1,0,0,1,0,677,0,2,679,0,T.  Saveriyarpuram,"R.C.Primary  School  ,New  Building  East  from 1st  room,T.Savariarpuram","1.Mappillaiurani  (R.V)  And  (P)  Vadakku  Sottaiyan  Thoppu  Block  10, 2.Mappillaiurani  (R.V)  And  (P)  Sottaiyanthoppu  Mel  Side  Block  10, THIRESS  NAGAR,  999.OVERSEAS  ELECTORS",All  Voters,7.533234859675036,30.57607090103398,0.1477104874446086,1.03397341211226,7.385524372230429,0.0,0.1477104874446086,52.88035450516987,0.2954209748892171,2,0.2954209748892171,Tamilaga Vettri Kazhagam,358,207,151,3,2,6,5,4,10,6,1,6,10,10,6,10,22.30428360413589,Dravida Munnetra Kazhagam,3,2,6,5,4,10,6,1,6,10,10,6,10
124,113,195,4,3,34,1,1,387,0,0,0,0,0,738,0,4,742,0,T.  Saveriyarpuram,"R.C.  Primary  School  ,St.Xaviers  Block  North New  Building,  West  side  1st  Room, T.Savariarpuram","1.Mappillaiurani  (R.V)  And  (P)  Savariarpuram  Block  10, 999.OVERSEAS  ELECTORS",All  Voters,15.31165311653116,26.42276422764228,0.5420054200542005,0.4065040650406505,4.607046070460704,0.1355013550135501,0.1355013550135501,52.4390243902439,0.5420054200542005,0,0.0,Tamilaga Vettri Kazhagam,387,195,192,3,2,5,6,4,7,7,1,9,9,9,9,9,26.01626016260163,Dravida Munnetra Kazhagam,3,2,5,6,4,7,7,1,9,9,9,9,9
125,60,155,1,2,45,2,1,357,0,3,0,2,1,629,0,2,631,0,T.  Saveriyarpuram,"R.C.  Primary  School  St  Xaver  s  Block  New Building,  East  from  2nd  room, T.Savariarpuram","1.Mappillaiurani  (R.V)  And  (P)  Balathandautham  Nagar  Block  8, 2.Mappillaiurani  (R.V)  And  (P)  Thommaiar  Street  Block  10,
3.Mappillaiurani  (R.V)  And  (P)  Antoniarkebi  Street  Block  10,
999.OVERSEAS  ELECTORS",All  Voters,9.538950715421304,24.6422893481717,0.1589825119236884,0.3179650238473768,7.154213036565977,0.3179650238473768,0.1589825119236884,56.75675675675676,0.3179650238473768,6,0.9538950715421303,Tamilaga Vettri Kazhagam,357,155,202,3,2,9,6,4,6,9,1,12,5,12,6,9,32.11446740858506,Dravida Munnetra Kazhagam,3,2,9,6,4,6,9,1,12,5,12,6,9
126,59,178,1,4,35,1,9,498,1,0,0,1,0,787,0,6,793,0,T.  Saveriyarpuram,Kamaraj  Martriculation  school  1st  Room from  west  mappillaiurani  T.  Savariarpuram,"1.Mappillaiurani  (R.V)  And  (P)  Ilangai  Agadhigal  Colony  (Ramadas  Nagar) Block  11  ,  999.OVERSEAS  ELECTORS",All  Voters,7.496823379923762,22.61753494282084,0.1270648030495553,0.5082592121982211,4.447268106734435,0.1270648030495553,1.143583227445997,63.27827191867853,0.7623888182973316,2,0.2541296060991106,Tamilaga Vettri Kazhagam,498,178,320,3,2,7,6,4,7,5,1,7,11,11,7,11,40.66073697585769,Dravida Munnetra Kazhagam,3,2,7,6,4,7,5,1,7,11,11,7,11
127,44,88,0,0,42,2,1,325,1,1,0,0,1,505,0,3,508,0,T.  Saveriyarpuram,Kamaraj  Martriculation  school  2nd  Room from  west  mappillaiurani  T.  Savariarpuram,"1.Mappillaiurani  (R.V)  And  (P)  Kumaran  Nagar  3A, 999.OVERSEAS  ELECTORS",All  Voters,8.712871287128712,17.42574257425742,0.0,0.0,8.316831683168317,0.3960396039603961,0.198019801980198,64.35643564356435,0.594059405940594,3,0.594059405940594,Tamilaga Vettri Kazhagam,325,88,237,3,2,10,10,4,5,6,1,6,6,10,10,6,46.93069306930693,Dravida Munnetra Kazhagam,3,2,10,10,4,5,6,1,6,6,10,10,6
128,56,158,2,3,34,0,1,344,1,4,1,0,1,605,0,2,607,0,T.  Saveriyarpuram,"Kamaraj  Martriculation  school  4th  Room from  west  mappillaiurani,T.  Savariarpuram","1.Mappillaiurani  (R.V)  And  (P)  Kamaraj  Nagar  Block  3A,  (Door  No:  1  to 9/800  ),  999.OVERSEAS  ELECTORS",All  Voters,9.256198347107437,26.11570247933884,0.3305785123966942,0.4958677685950413,5.619834710743802,0.0,0.1652892561983471,56.85950413223141,0.3305785123966942,7,1.15702479338843,Tamilaga Vettri Kazhagam,344,158,186,3,2,7,6,4,12,8,1,8,5,8,12,8,30.74380165289256,Dravida Munnetra Kazhagam,3,2,7,6,4,12,8,1,8,5,8,12,8
129,45,116,1,6,27,0,4,266,0,1,0,0,0,466,0,2,468,0,T.  Saveriyarpuram,"Kamaraj  Martriculation  school  ,  West  side 1st  Room  mappillaiurani,T.  Savariarpuram","1.Mappillaiurani  (R.V)  And  (P)  Kamaraj  Nagar  Block  3A,  (Door  No:  9/800 Above)  ,  999.OVERSEAS  ELECTORS",All  Voters,9.656652360515022,24.89270386266094,0.2145922746781116,1.28755364806867,5.793991416309012,0.0,0.8583690987124464,57.08154506437768,0.4291845493562232,1,0.2145922746781116,Tamilaga Vettri Kazhagam,266,116,150,3,2,7,5,4,9,6,1,9,7,9,9,9,32.18884120171674,Dravida Munnetra Kazhagam,3,2,7,5,4,9,6,1,9,7,9,9,9
130,34,182,3,2,39,0,1,413,0,0,0,2,2,678,0,2,680,0,T.  Saveriyarpuram,"Kamaraj  Martriculation  school  3rd  Room from  west  mappillaiurani  ,T.  Savariarpuram","1.Mappillaiurani  (R.V)  And  (P)  Bharathi  Nagar  Block  3A, 999.OVERSEAS  ELECTORS",All  Voters,5.014749262536873,26.84365781710915,0.4424778761061947,0.2949852507374631,5.752212389380531,0.0,0.1474926253687316,60.91445427728613,0.2949852507374631,4,0.5899705014749262,Tamilaga Vettri Kazhagam,413,182,231,4,2,5,6,3,10,9,1,10,10,10,6,6,34.07079646017699,Dravida Munnetra Kazhagam,4,2,5,6,3,10,9,1,10,10,10,6,6
131,35,115,1,1,26,0,1,251,1,0,0,0,0,431,0,3,434,0,T.  Saveriyarpuram,"R.C.  St.Xavier  High  School,  East  Building West  2nd  Room,  T.  Saveriyarpuram","1.Mappillaiurani  (R.V)  And  (P)  Maruthuvar  Nagar  Block  3A, 999.OVERSEAS  ELECTORS",All  Voters,8.120649651972158,26.68213457076566,0.2320185614849188,0.2320185614849188,6.032482598607888,0.0,0.2320185614849188,58.23665893271461,0.6960556844547563,1,0.2320185614849188,Tamilaga Vettri Kazhagam,251,115,136,3,2,5,5,4,9,5,1,5,9,9,9,9,31.55452436194895,Dravida Munnetra Kazhagam,3,2,5,5,4,9,5,1,5,9,9,9,9
132,57,170,3,9,25,0,0,274,0,1,0,0,1,540,0,0,540,0,T.  Saveriyarpuram,"Anganwadi  Center,  T.Saveriyarpuram","1.Mappillaiurani  (R.V)  And  (P)  Sudalaiyapuram  Block  12,  999.OVERSEAS ELECTORS",All  Voters,10.55555555555556,31.48148148148148,0.5555555555555556,1.666666666666667,4.62962962962963,0.0,0.0,50.74074074074074,0.0,2,0.3703703703703704,Tamilaga Vettri Kazhagam,274,170,104,3,2,6,5,4,9,9,1,9,7,9,9,7,19.25925925925926,Dravida Munnetra Kazhagam,3,2,6,5,4,9,9,1,9,7,9,9,7
133,112,157,1,13,41,0,1,484,1,1,0,0,0,811,0,3,814,0,Rajapalayam,"Sacred  Heart  Matriculation  school,  1st  Room from  south  ,Rajapalayam,  Thalamuthu Nagar,  Mappillaiyoorani.","1.Mappillaiurani  (R.V)  And  (P)  Sameerviyas  Nagar  Block  -  12B  (Door No:12B/1  to  980)  PERIYA  SELVAM  NAGAR,
999.OVERSEAS  ELECTORS",All  Voters,13.81011097410604,19.35881627620222,0.1233045622688039,1.602959309494451,5.055487053020962,0.0,0.1233045622688039,59.67940813810111,0.3699136868064118,2,0.2466091245376079,Tamilaga Vettri Kazhagam,484,157,327,3,2,6,5,4,10,6,1,6,6,10,10,10,40.32059186189889,Dravida Munnetra Kazhagam,3,2,6,5,4,10,6,1,6,6,10,10,10
134,85,184,1,14,52,1,0,444,1,6,1,2,3,794,0,4,798,0,Rajapalayam,"Sacred  Heart  Matriculation  school,  2nd Room  from  South,  Rajapalayam,
Thalamuthu  Nagar  Mappillaiyoorani","1.Mappillaiurani  (R.V)  And  (P)  Sameerviyas  Nagar  Block  -  12B  (Door No:12C/1  to  986),
999.OVERSEAS  ELECTORS",All  Voters,10.70528967254408,23.17380352644836,0.1259445843828715,1.763224181360202,6.54911838790932,0.1259445843828715,0.0,55.91939546599496,0.5037783375314862,13,1.63727959697733,Tamilaga Vettri Kazhagam,444,184,260,3,2,9,5,4,9,13,1,9,6,9,8,7,32.7455919395466,Dravida Munnetra Kazhagam,3,2,9,5,4,9,13,1,9,6,9,8,7
135,48,56,0,5,16,0,0,294,1,1,0,0,0,421,0,1,422,0,Rajapalayam,"Sacred  Heart  Matriculation  school,  3rd  Room from  South,  Rajapalayam,  Thalamuthu Nagar","1.Mappillaiurani  (R.V)  And  (P)  Sesu  Nagar,  East  Kamaraj  Colony 12C,(Door  No:  1  to  12/300)
999.OVERSEAS  ELECTORS",All  Voters,11.40142517814727,13.30166270783848,0.0,1.187648456057007,3.800475059382423,0.0,0.0,69.83372921615202,0.2375296912114014,2,0.4750593824228029,Tamilaga Vettri Kazhagam,294,56,238,3,2,8,5,4,8,8,1,6,6,8,8,8,56.53206650831354,Dravida Munnetra Kazhagam,3,2,8,5,4,8,8,1,6,6,8,8,8
136,54,137,1,1,25,2,1,410,1,1,0,2,0,635,0,0,635,0,Sameerviyas  Nagar,"E-sevai  center,  Sameerviyas  Nagar","1.Mappillaiurani  (R.V)  And  (P)  Sesu  Nagar,  East  Kamaraj  Colony 12C,(Door  No:  12/300  Above),  2.Mappillaiurani  (R.V)  And  (P)  Nehru Colony  12B,
999.OVERSEAS  ELECTORS",All  Voters,8.503937007874015,21.5748031496063,0.1574803149606299,0.1574803149606299,3.937007874015748,0.3149606299212598,0.1574803149606299,64.56692913385827,0.0,4,0.6299212598425197,Tamilaga Vettri Kazhagam,410,137,273,3,2,7,7,4,5,7,1,7,7,12,5,12,42.99212598425196,Dravida Munnetra Kazhagam,3,2,7,7,4,5,7,1,7,7,12,5,12
137,100,221,3,2,44,0,0,471,2,0,2,1,2,848,0,4,852,0,T.  Saveriyarpuram,"R.C.  Primary  School,  Holy  Childhood  Block, North  Portion  T.  Savariarpuram","1.Mappillaiurani  (R.V)  And  (P)  T.Saveriyarpuram  (Door  No:1  -  1  to  11B  - 54),
999.OVERSEAS  ELECTORS",All  Voters,11.79245283018868,26.06132075471698,0.3537735849056604,0.2358490566037736,5.188679245283019,0.0,0.0,55.54245283018868,0.4716981132075472,7,0.8254716981132075,Tamilaga Vettri Kazhagam,471,221,250,3,2,5,6,4,11,11,1,6,11,6,10,6,29.4811320754717,Dravida Munnetra Kazhagam,3,2,5,6,4,11,11,1,6,11,6,10,6
138,55,152,1,0,30,0,0,215,0,0,0,0,0,453,0,0,453,0,T.  Saveriyarpuram,"R.C.  Primary  School,  Holy  Childhood  Block, South  Portion  T.  Savariarpuram","1.Mappillaiurani  (R.V)  And  (P)  T.Saveriyarpuram  Kodimaram  Street (Door  No:12  -  17  to  1138  -  55  11/55  to  11/273),  Thres  Nagar",All  Voters,12.14128035320088,33.55408388520971,0.2207505518763797,0.0,6.622516556291391,0.0,0.0,47.46136865342163,0.0,0,0.0,Tamilaga Vettri Kazhagam,215,152,63,3,2,5,6,4,6,6,1,6,6,6,6,6,13.90728476821192,Dravida Munnetra Kazhagam,3,2,5,6,4,6,6,1,6,6,6,6,6
139,49,100,2,2,41,0,0,263,3,1,0,0,0,461,0,2,463,0,T.  Saveriyarpuram,"R.C.Primary  School,  St.ignitius  Building from  West,  2nd  Room,  South  portion, T.Savariarpuram","1.Mappillaiurani  (R.V)  And  (P)  Sahayamathapattinam, 999.OVERSEAS  ELECTORS",All  Voters,10.62906724511931,21.69197396963124,0.4338394793926247,0.4338394793926247,8.893709327548807,0.0,0.0,57.04989154013015,0.4338394793926247,4,0.8676789587852495,Tamilaga Vettri Kazhagam,263,100,163,3,2,6,6,4,9,9,1,5,8,9,9,9,35.35791757049891,Dravida Munnetra Kazhagam,3,2,6,6,4,9,9,1,5,8,9,9,9
140,35,94,4,1,34,0,0,188,0,2,0,1,3,362,0,0,362,0,T.  Saveriyarpuram,"R.C.  St.Xavier  High  School,  West  Building. West  3rd  Room,  T.Saveriyarpuram","1.Mappillaiurani  (R.V)  And  (P)  Pudia  Muniasamypuram, 999.OVERSEAS  ELECTORS",All  Voters,9.668508287292818,25.96685082872928,1.104972375690608,0.2762430939226519,9.392265193370166,0.0,0.0,51.93370165745856,0.0,6,1.657458563535912,Tamilaga Vettri Kazhagam,188,94,94,3,2,5,8,4,10,10,1,10,7,10,8,6,25.96685082872928,Dravida Munnetra Kazhagam,3,2,5,8,4,10,10,1,10,7,10,8,6
141,72,135,0,1,34,0,1,505,2,0,0,0,1,751,0,1,752,0,T.  Saveriyarpuram,"R.C.St.Xavier  Hr  Sec  School  ,  West  Building, From  West  6th  room,T.Savariarpuram","1.Mappillaiurani  (R.V)  And  (P)  MGR  Nagar  (Door  No:9A-1  to  9A  -  320)
V.O.C  NAGAR 999.OVERSEAS  ELECTORS",All  Voters,9.587217043941411,17.97603195739014,0.0,0.1331557922769641,4.527296937416778,0.0,0.1331557922769641,67.24367509986683,0.1331557922769641,3,0.3994673768308922,Tamilaga Vettri Kazhagam,505,135,370,3,2,9,6,4,9,6,1,5,9,9,9,6,49.2676431424767,Dravida Munnetra Kazhagam,3,2,9,6,4,9,6,1,5,9,9,9,6
142,78,128,2,1,24,0,3,458,3,0,0,0,1,698,0,0,698,0,T.  Saveriyarpuram,"R.C.St.Xavier  Hr  Sec  School  ,  West  Building, From  West  7th  room,T.Savariarpuram","1.Mappillaiurani  (R.V)  And  (P)  M.G.R.Nagar  Pooppandiapuram  (Door No:9A-321  to  910/216)
999.OVERSEAS  ELECTORS",All  Voters,11.17478510028653,18.33810888252149,0.2865329512893983,0.1432664756446991,3.43839541547278,0.0,0.4297994269340975,65.61604584527221,0.0,4,0.5730659025787965,Tamilaga Vettri Kazhagam,458,128,330,3,2,7,8,4,10,5,1,5,10,10,10,8,47.27793696275072,Dravida Munnetra Kazhagam,3,2,7,8,4,10,5,1,5,10,10,10,8
143,53,130,1,21,22,3,2,344,1,2,0,0,2,581,0,1,582,0,Rajapalayam,"Sacred  Heart  Matriculation  school,4th  Room from  south,Rajapalayam  Thalamuthu  Nagar","1.Mappillaiurani  (R.V)  And  (P)  Thalamuthu  Nagar  Block  (Door  No:12-1/1 to  12B  -  389B)
999.OVERSEAS  ELECTORS",All  Voters,9.122203098106713,22.37521514629949,0.1721170395869191,3.614457831325301,3.78657487091222,0.5163511187607573,0.3442340791738382,59.20826161790017,0.1721170395869191,5,0.8605851979345954,Tamilaga Vettri Kazhagam,344,130,214,3,2,10,5,4,6,7,1,10,7,12,12,7,36.83304647160069,Dravida Munnetra Kazhagam,3,2,10,5,4,6,7,1,10,7,12,12,7
144,33,143,1,20,45,0,1,236,0,0,0,0,1,480,0,0,480,0,Rajapalayam,"Sacred  Heart  Matriculation  school,  5th  Room from  south,  Rajapalayam  Thalamuthu  Nagar","1.Mappillaiurani  (R.V)  And  (P)  Thalamuthu  Nagar  Block  -12  (Door No:B390  -  477)
999.OVERSEAS  ELECTORS",All  Voters,6.875000000000001,29.79166666666667,0.2083333333333333,4.166666666666666,9.375,0.0,0.2083333333333333,49.16666666666666,0.0,1,0.2083333333333333,Tamilaga Vettri Kazhagam,236,143,93,4,2,6,5,3,9,6,1,9,9,9,9,6,19.375,Dravida Munnetra Kazhagam,4,2,6,5,3,9,6,1,9,9,9,9,6
145,33,123,3,0,40,1,0,333,1,1,1,0,1,537,0,0,537,0,T.  Saveriyarpuram,"R.C.  St.Xavier  High  School,  East  Building From  West  1st  Room,  T.Savariarpuram","1.Mappillaiurani  (R.V)  And  (P)  Vivekanandhar  Nagar,  Slum  Clearance Board  Block  10  ,  IRUTHAYAMMAL  NAGAR,  999.OVERSEAS  ELECTORS",All  Voters,6.145251396648044,22.90502793296089,0.5586592178770949,0.0,7.4487895716946,0.186219739292365,0.0,62.01117318435754,0.0,4,0.74487895716946,Tamilaga Vettri Kazhagam,333,123,210,4,2,5,11,3,6,11,1,6,6,6,11,6,39.10614525139665,Dravida Munnetra Kazhagam,4,2,5,11,3,6,11,1,6,6,6,11,6
146,53,137,2,7,99,2,1,370,1,2,0,0,0,674,0,1,675,0,Siluvaipatti,"R.C.Primary  School,  New  Building,  South Facing,  West  from  1st  Hall,  West  Portion, Siluvaipatti","1.Mappillaiurani  (R.V)  And  (P)  Davispuram  Block  4, 999.OVERSEAS  ELECTORS",All  Voters,7.863501483679524,20.32640949554896,0.2967359050445104,1.038575667655786,14.68842729970326,0.2967359050445104,0.1483679525222552,54.89614243323442,0.1483679525222552,3,0.4451038575667656,Tamilaga Vettri Kazhagam,370,137,233,4,2,6,5,3,6,9,1,9,6,11,11,11,34.56973293768546,Dravida Munnetra Kazhagam,4,2,6,5,3,6,9,1,9,6,11,11,11
147,41,168,1,17,43,0,1,253,1,0,0,0,0,525,0,4,529,0,Siluvaipatti,"R.  C.  High  School  New  Building,  South  East portion  Siluvaipatti","1.Mappilllaiurani  (R.V)  And  (P)  Komaspuram,
2.Mappilllaiurani  (R.V)  And  (P)  Karuppasami  Nagar  Block  4,
3.Mappilllaiurani  (R.V)  And  (P)  Maruthuvar  Colony  Block  4,GEETHA JEEVAN  NAGAR,  999.OVERSEAS  ELECTORS",All  Voters,7.809523809523809,32.0,0.1904761904761905,3.238095238095238,8.190476190476192,0.0,0.1904761904761905,48.19047619047619,0.7619047619047619,1,0.1904761904761905,Tamilaga Vettri Kazhagam,253,168,85,4,2,6,5,3,9,6,1,6,9,9,9,9,16.19047619047619,Dravida Munnetra Kazhagam,4,2,6,5,3,9,6,1,6,9,9,9,9
148,30,112,2,4,45,0,2,380,2,3,0,0,1,581,0,0,581,0,Siluvaipatti,"R.C.Primary  School,  New  Building,  South Facing,  West  from  1st  Hall,  Middle  Portion, Siluvaipatti","1.Mappillaiurani  (R.V)  And  (P)  Duraisingh  Nagar  Block 2.Mappillaiurani  (R.V)  And  (P)  Thai  Nagar  Block, 999.OVERSEAS  ELECTORS",All  Voters,5.163511187607573,19.27710843373494,0.3442340791738382,0.6884681583476765,7.74526678141136,0.0,0.3442340791738382,65.40447504302927,0.0,6,1.032702237521515,Tamilaga Vettri Kazhagam,380,112,268,4,2,7,5,3,11,7,1,7,6,11,11,10,46.12736660929432,Dravida Munnetra Kazhagam,4,2,7,5,3,11,7,1,7,6,11,11,10
149,38,151,0,6,27,0,2,346,1,1,1,0,0,573,0,2,575,0,Siluvaipatti,"R.C.Primary  School,  New  Building,  South Facing,  West  from  1st  Hall,  East  Portion, Siluvaipatti","1.Mappillaiurani  (P)  Dhanisilas  Nagar  Block
2.Mappillaiurani(R.V)  And  (P)  Om  Sakthi  Nagar  Siluvaipatti  Block
3.Mappillaiurani(R.V)  And  (P)  Siluvaipatti  Thai  nagar  Tsunami  Block 999.OVERSEAS  ELECTORS",All  Voters,6.631762652705062,26.35253054101221,0.0,1.047120418848168,4.712041884816754,0.0,0.3490401396160558,60.38394415357766,0.3490401396160558,3,0.5235602094240838,Tamilaga Vettri Kazhagam,346,151,195,3,2,10,5,4,10,6,1,7,7,7,10,10,34.03141361256544,Dravida Munnetra Kazhagam,3,2,10,5,4,10,6,1,7,7,7,10,10
